13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7	13.7		0	0	0	0	0	0	13.5	13	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14		0	0	0	0	0	14.6	14.1	13.4	0	0	0	0	0	0	0	0		0	0	13.9	13.5	13.9	13.6	0	0	0	0	0	0	0	0	0	0		0	0	14.2	13.7	14	13.6	0	0	0	0	0	0	0	0	0	0
14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4	14.4		0	0	0	0	14	14.2	14.8	14.4	0	0	0	0	0	0	0	0		0	0	14.3	13.1	13.6	14.5	14.8	0	0	0	0	0	0	0	0	0		0	0	14.7	13.4	13.7	14.6	14.9	0	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	0	16	15.5	14.5	14.3	14.7	14.7	14.9	0	0	0	0	0	0	0		0	15.6	15.1	14.1	14.2	14.6	14.5	14.4	0	0	0	0	0	0	0	0		0	16.1	15.3	14.4	14.4	14.7	14.6	14.5	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	15.6	15.6	14.6	14.1	14.3	14.7	14.6	14.3	0	0	0	0	0	0	0		0	14.8	15.1	14.9	14.6	14.7	14.6	14.4	14.4	0	0	0	0	0	0	0		0	15.2	15.3	15.1	14.8	14.8	14.8	14.5	14.3	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	0	15.3	14.1	13.8	14.6	14.6	14.3	0	0	0	0	0	0	0	0		0	14.5	15.1	14.9	14.5	14.4	14.4	14.3	14.6	0	0	0	0	0	0	0		0	14.6	15.3	15.2	14.7	14.7	14.7	14.5	14.5	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	0	15	14.7	14.3	14.8	14.8	14.3	0	0	0	0	0	0	0	0		0	14.6	14.7	14.1	14.3	14.5	14.5	14.4	0	0	0	0	0	0	0	0		0	14.7	14.7	14.2	14.4	14.7	14.7	14.7	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	0	14.6	14.8	14.5	14.7	14.8	14.3	0	0	0	0	0	0	0	0		0	14.6	13.9	13.4	14.2	14.7	14.7	14.4	0	0	0	0	0	0	0	0		0	14.6	13.9	13.5	14.1	14.8	14.9	14.7	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	14.6	14.8	14.9	14.6	14.6	14.7	14.5	0	0	0	0	0	0	0	0		0	15	14.3	13.7	14	14.6	14.6	14.4	0	0	0	0	0	0	0	0		0	15	14.3	13.7	13.9	14.7	14.9	14.6	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	14.6	15.3	15	14.6	14.7	14.6	14.2	0	0	0	0	0	0	0	0		0	15.5	14.9	14.3	14.3	14.2	14.3	14.2	0	0	0	0	0	0	0	0		0	15.7	15.1	14.4	14.3	14.4	14.6	14.4	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		13.9	14.5	14.9	15.2	14.7	14.7	14.3	13.8	0	0	0	0	0	0	0	0		16	15.2	15	14.8	14.6	14.5	14.9	0	0	0	0	0	0	0	0	0		16	15.2	15.2	15.1	14.6	14.5	15	0	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		13.9	14.2	14.3	15.1	14.8	14.8	14.2	0	0	0	0	0	0	0	0	0		16.1	15.5	15.1	15.1	14.7	14.6	14.9	0	0	0	0	0	0	0	0	0		16.1	15.5	15.3	15.4	14.8	14.5	15.1	0	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	13.7	13.7	14.4	14.7	14.8	14.3	13.8	0	0	0	0	0	0	0	0		0	15.8	15.1	15.3	14.9	14.4	13.9	13.1	0	0	0	0	0	0	0	0		0	15.7	15.3	15.7	15.2	14.6	14.3	13.2	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	0	13.1	13.5	14	14.8	14.6	14	0	0	0	0	0	0	0	0		0	0	14.8	14.8	14.5	14	13	12.2	0	0	0	0	0	0	0	0		0	0	14.8	15.2	14.8	14.3	13.2	12.2	0	0	0	0	0	0	0	0
14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7	14.7		0	0	0	13.1	13.4	14.2	14.1	13.8	0	0	0	0	0	0	0	0		0	0	14.2	14.1	13.6	13.5	13.1	12.3	0	0	0	0	0	0	0	0		0	0	14	14.1	13.6	13.6	13.2	12.3	0	0	0	0	0	0	0	0
